wavelength_nm,R,T,A
4.510000000000000000e+02,1.949871005199027285e-01,2.493969818457680488e-22,8.050128994800972437e-01
4.519999999999999432e+02,1.950789723336895098e-01,5.445956631379018764e-22,8.049210276663104624e-01
4.530000000000000000e+02,1.951665917008048590e-01,1.185128000245216564e-21,8.048334082991951410e-01
4.539999999999999432e+02,1.952499405543482169e-01,2.570243832351433299e-21,8.047500594456518108e-01
4.550000000000000000e+02,1.953290018195419087e-01,5.555346879793761081e-21,8.046709981804580636e-01
4.559999999999999432e+02,1.954037593891857216e-01,1.196700697710616174e-20,8.045962406108142506e-01
4.570000000000000000e+02,1.954741980997108941e-01,2.569254018326839512e-20,8.045258019002891059e-01
4.580000000000000000e+02,1.955389366337489110e-01,5.497762406329832244e-20,8.044610633662511168e-01
4.589999999999999432e+02,1.955961646148544619e-01,1.172553713072253356e-19,8.044038353851454826e-01
4.600000000000000000e+02,1.957965030089499625e-01,2.658698883555705374e-19,8.042034969910500930e-01
4.609999999999999432e+02,1.960299789554919292e-01,6.104577002024198124e-19,8.039700210445080986e-01
4.620000000000000000e+02,1.962597917778715340e-01,1.396636096027640958e-18,8.037402082221284383e-01
4.629999999999999432e+02,1.964859311071814885e-01,3.183921379063431215e-18,8.035140688928185115e-01
4.640000000000000000e+02,1.967083873522310067e-01,7.232739631874134846e-18,8.032916126477689378e-01
4.650000000000000000e+02,1.969271516795645105e-01,1.637248875292722577e-17,8.030728483204354617e-01
4.659999999999999432e+02,1.971422159939484886e-01,3.693242351740853865e-17,8.028577840060515669e-01
4.670000000000000000e+02,1.973535729193232890e-01,8.302175880770056033e-17,8.026464270806765722e-01
4.679999999999999432e+02,1.975612157802104085e-01,1.859845051184339746e-16,8.024387842197893139e-01
4.690000000000000000e+02,1.977651385835652864e-01,4.152139353384390557e-16,8.022348614164342973e-01
4.699999999999999432e+02,1.979653360010657226e-01,9.238190886341402531e-16,8.020346639989334170e-01
4.709999999999999432e+02,1.981618033518286193e-01,2.048477721108585170e-15,8.018381966481693546e-01
4.720000000000000000e+02,1.983545365855466924e-01,4.527038928624874721e-15,8.016454634144487557e-01
4.729999999999999432e+02,1.985435322660343005e-01,9.971148237232712867e-15,8.014564677339557353e-01
4.740000000000000000e+02,1.987287875551839444e-01,2.188937121396145745e-14,8.012712124447941564e-01
4.749999999999999432e+02,1.989103001973160367e-01,4.789472699846536192e-14,8.010896998026361127e-01
4.760000000000000000e+02,1.990880685039093101e-01,1.044521720255794769e-13,8.009119314959861624e-01
4.769999999999999432e+02,1.992679510043321722e-01,2.174583542953621400e-13,8.007320489954503628e-01
4.779999999999998863e+02,1.995180406308059429e-01,3.062303676687670581e-13,8.004819593688878854e-01
4.790000000000000000e+02,1.997643544539979277e-01,4.306287832722234049e-13,8.002356455455713613e-01
4.799999999999999432e+02,2.000068921954528678e-01,6.047061272502553326e-13,7.999931078039423937e-01
4.809999999999999432e+02,2.002456540040000454e-01,8.479613192291028771e-13,7.997543459951519385e-01
4.820000000000000000e+02,2.004806404418504884e-01,1.187413230008160909e-12,7.995193595569621836e-01
4.829999999999999432e+02,2.007118524740195420e-01,1.660449504549382471e-12,7.992881475243199807e-01
4.839999999999999432e+02,2.009392914599381907e-01,2.318735214407059991e-12,7.990607085377431362e-01
4.850000000000000000e+02,2.011629591394601957e-01,3.233568414071808576e-12,7.988370408573063353e-01
4.860000000000000000e+02,2.013828576127505987e-01,4.503208415956693315e-12,7.986171423827462812e-01
4.869999999999999432e+02,2.015989893313938353e-01,6.262890127011685332e-12,7.984010106623432579e-01
4.880000000000000568e+02,2.018113571066912082e-01,8.698490932020214160e-12,7.981886428846103332e-01
4.890000000000000000e+02,2.020199640979206401e-01,1.206515787960378744e-11,7.979800358900142054e-01
4.899999999999999432e+02,2.022248137611864227e-01,1.671266241520745239e-11,7.977751862221009738e-01
4.909999999999999432e+02,2.024259098384860733e-01,2.311986776779342685e-11,7.975740901383940873e-01
4.920000000000000000e+02,2.026232564335508080e-01,3.194152386606919912e-11,7.973767435345076038e-01
4.930000000000000000e+02,2.028168580015702049e-01,4.407171761360709419e-11,7.971831419543580211e-01
4.939999999999999432e+02,2.030067191618742661e-01,6.072979725442280308e-11,7.969932807773959516e-01
4.949999999999999432e+02,2.031922877285603224e-01,8.357664265129240136e-11,7.968077121878630598e-01
4.960000000000000000e+02,2.033817660195736676e-01,1.139404933261580811e-10,7.966182338664857809e-01
4.969999999999999432e+02,2.036563609120701224e-01,1.442041309468235476e-10,7.963436389437258400e-01
4.979999999999999432e+02,2.039274980076215826e-01,1.823346336047450357e-10,7.960725018100438533e-01
4.990000000000000000e+02,2.041951833170757014e-01,2.303323621202646174e-10,7.958048164525920454e-01
5.000000000000000000e+02,2.044594236193171544e-01,2.906949748521783680e-10,7.955405760899878498e-01
5.009999999999999432e+02,2.047202238744929015e-01,3.665382342414243554e-10,7.952797757589687988e-01
5.020000000000000000e+02,2.049775912248486542e-01,4.617454704288791024e-10,7.950224083134059816e-01
5.030000000000000000e+02,2.052315335176593536e-01,5.811523411296471502e-10,7.947684659011883257e-01
5.039999999999999432e+02,2.054820548776317979e-01,7.307750237280623628e-10,7.945179443915931783e-01
5.049999999999999432e+02,2.057291646700399046e-01,9.180917887182813585e-10,7.942708344118682984e-01
5.060000000000000000e+02,2.059728710676505259e-01,1.152390165357780223e-09,7.940271277799593186e-01
5.070000000000000000e+02,2.062131764527579125e-01,1.445194600128606804e-09,7.937868221020474291e-01
5.079999999999999432e+02,2.064500950367958720e-01,1.810792774996440399e-09,7.935499031524113622e-01
5.089999999999998863e+02,2.066836319354722895e-01,2.266882908908350586e-09,7.933163657976447514e-01
5.100000000000000000e+02,2.069137890542306346e-01,2.835369057124088485e-09,7.930862081104003147e-01
5.109999999999999432e+02,2.071405887758844544e-01,3.543337383926174107e-09,7.928594076807781166e-01
5.119999999999999432e+02,2.073640245297097007e-01,4.424253978865043520e-09,7.926359710460363361e-01
5.130000000000000000e+02,2.075841078749136870e-01,5.519432530237719027e-09,7.924158866056537631e-01
5.140000000000000000e+02,2.077995433446977736e-01,6.879843263811247638e-09,7.922004497754590036e-01
5.149999999999998863e+02,2.080107580185671379e-01,8.568293551821103761e-09,7.919892334131393152e-01
5.160000000000000000e+02,2.082186829442255749e-01,1.066211724338653378e-08,7.917813063936571805e-01
5.170000000000000000e+02,2.084539442703891854e-01,1.310957446839832367e-08,7.915460426200363608e-01
5.180000000000000000e+02,2.087319637008045181e-01,1.583960890945533379e-08,7.912680204595865519e-01
5.189999999999998863e+02,2.090069330664802438e-01,1.912431468609812382e-08,7.909930478092050965e-01
5.200000000000000000e+02,2.092787451504364848e-01,2.307356818455283883e-08,7.907212317759952924e-01
5.210000000000000000e+02,2.095475534316573463e-01,2.781844300618048537e-08,7.904524187498996879e-01
