wavelength_nm,R
7.669999999999998863e+02,2.219369230483934363e-01
7.679999999999998863e+02,2.193756651635484223e-01
7.690000000000000000e+02,2.168162414058400489e-01
7.699999999999998863e+02,2.142592286783937539e-01
7.709999999999998863e+02,2.116907358728600530e-01
7.720000000000000000e+02,2.091258797365545263e-01
7.730000000000000000e+02,2.065652577714951477e-01
7.739999999999998863e+02,2.040094699988616311e-01
7.750000000000000000e+02,2.014570091864924251e-01
7.759999999999998863e+02,1.988916682024381433e-01
7.769999999999998863e+02,1.963330957157967682e-01
7.780000000000000000e+02,1.937819046168395287e-01
7.789999999999998863e+02,1.912387090201421724e-01
7.800000000000000000e+02,1.887041239867743858e-01
7.809999999999998863e+02,1.861787652399328474e-01
7.819999999999998863e+02,1.836632488742506730e-01
7.830000000000000000e+02,1.811581910590560618e-01
7.839999999999998863e+02,1.786642077358541469e-01
7.849999999999998863e+02,1.761864262741764664e-01
7.860000000000000000e+02,1.737314074372447448e-01
7.869999999999998863e+02,1.712891957761624728e-01
7.879999999999998863e+02,1.688603988371189246e-01
7.890000000000000000e+02,1.664456224013185215e-01
7.899999999999998863e+02,1.640454701594268039e-01
7.909999999999998863e+02,1.616605433825458460e-01
7.920000000000000000e+02,1.592914405901094954e-01
7.929999999999998863e+02,1.569387572150731380e-01
7.939999999999998863e+02,1.546030852667944766e-01
7.949999999999998863e+02,1.522828962919035856e-01
7.959999999999998863e+02,1.499724845101966797e-01
7.970000000000000000e+02,1.476809391985803577e-01
7.979999999999998863e+02,1.454088388521579123e-01
7.989999999999998863e+02,1.431567567782719708e-01
8.000000000000000000e+02,1.409252607502257948e-01
